Organisation ID,Name,Organisation type,Size of Organisation,Twitter,Website,Logo file,Site ID,Latitude,Longitude,Address ID,Street Address,Postcode,Region,Country,Location
384ad94a-0c1c-6783-7911-43a365dc5a09,PSU,,,,,,574d3e1c-f0c9-6c7f-134c-d1ee6f827cac,40.698409,-77.651367,4546bc47-0a7a-51e7-ed9b-fb425fc2ba0b,10 Vairo Blvd,16803,PA,United States,State College
55501b26-2d0f-2669-1ad7-74c4373f455d,Smart Volta,business,0-5 people,smartvolta,www.smartvolta.com,original.pdf?1412252494,e4db1a1c-122b-7cec-7f52-9df6d688b5f9,48.1572,11.586874,7bcb6179-8d96-7767-8ce3-ca876b21e9a3,Kaulbachstrasse 102,80802,Bayern,Germany,Munchen
40d9194f-3d09-f797-217a-feedd140968e,more onion,business,6-10 people,moreonion,www.more-onion.com,original.png?1380292435,e0266ca9-2c59-45fd-3e6b-26a02c8ab2fb,48.196703,16.287296,842cc7e7-4a34-3efc-66d5-eaaf3ed2e639,YURP,1140,Vienna,Austria,Vienna
56a1ee36-f2d5-9613-de23-0913dc50e5c6,Skjutsgruppen,,,,,,12f98724-a633-3406-021b-c8d17ff23a70,59.274738,15.214996,2f338b4b-6e9a-a10b-b0f9-e4d7d957da52,Orebro,,Sweden,Sweden,Orebro
678f44f5-3a3d-28f4-a4b1-89c6ec77a90f,Alveolus,grass-roots-organization-or-community-network,0-5 people,alveolusfr,www.alveolus.fr,original.png?1401271349,a8212e46-2a90-d836-0aeb-25dc81294aed,48.853003,2.341883,7ef7a512-812d-af7e-9651-fda2661406f3,12 rue Suger,,,France,Paris
294001ff-f815-765a-8e3e-4b0e86847902,Downstreams,social-enterprise-charity-or-foundation,0-5 people,downstreamsCIC,www.downstreams.org,original.png?1399151485,a817d9a4-ed02-e2df-31ba-90cb9c78f8e4,53.237277,-1.428223,29c946a7-a68c-f89d-a342-2cdcb0165702,109 Ashgate Road,S40 4AH,Derbyshire,United Kingdom,Chesterfield
6cf3e4e7-cf5f-c81b-8aa5-3ee4cd8bb514,Leading Edge Only,business,11-25 people,leadingedgeonly,www.leadingedgeonly.com,original.png?1399113112,e8ed65aa-93b5-e4d0-77ed-7d8537498139,52.072241,-0.628043,ab7cde8a-e532-f51e-b754-7b3cfc096ef2,Cranfield University,MK43 0AL,Bedfordshire,United Kingdom,Cranfield
a19622ee-a616-5ef7-e8f8-0cdd45aa3eb0,Matinale Digitale,grass-roots-organization-or-community-network,11-25 people,sherault,www.matinaledigitale.com,original.png?1395139120,46e36b7a-5a27-50c1-bca9-efd1cd654658,47.231532,-1.545499,cf74a330-c7e9-6439-3e4a-765f299204fc,12 rue Coquebert de Neuville,44000,Pays de la Loire,France,Nantes
4dcf85a1-c1d3-1802-cbcc-8724a69ebf14,P.A.U. Education,business,51-100 people,PAUEducation,en,original.jpg?1398160125,e97c1950-dc45-04bd-0906-eaaca75dfaa7,41.403943,2.136614,43523604-e4a3-f40a-5012-cf3ae78dc645,Carrer de Muntaner 262.,8021,Barcelona,Spain,Barcelona
8ab70c69-04bd-c357-eb8f-d33332dba0b4,UK Health Forum,social-enterprise-charity-or-foundation,11-25 people,UK_HF,www.ukhealthforum.org.uk,original.gif?1407334146,9ec05ab9-4368-6263-e67b-36626ce138a5,51.513454,-0.106709,a3c47e8f-a7dc-b564-31df-d17c8b4f3745,"Fleetbank House, Salisbury Square",,,United Kingdom,London
55305362-8405-82f8-faae-90bfe0be3251,Espace Art Sadika,academia-and-research,6-10 people,,www.sadika.com,original.jpg?1412973792,f840db67-342c-807e-2a57-9e6ec600c704,36.921043,10.285134,f8bad17d-fd1f-053a-d69b-e2d729273dcf,zone touristique de gammarth,2076,Tunis,Tunisia,La Marsa
bb41a790-6225-855f-cbc4-f24179e09244,InnovAfrica,grass-roots-organization-or-community-network,11-25 people,Innov_Africa,,original.png?1383217878,a051b069-1722-d59c-7381-0e2295bd63da,5.357089,-4.002258,a17e80e3-1b71-6a8f-3f75-f7555556c3b3,Boulevard des Martyrs,,,Cote d'Ivoire,Abidjan
449eb0c5-878e-3f8a-107f-fafa84a28b0b,Oslo and Akershus University College of Applied Sciences Department of Computer Science,academia-and-research,over-1000 people,,Programplan-for-Master-s-Degree-Programme-in-Universal-Design-of-ICT-2014,original.png?1425729136,35c20162-a95c-710b-30e4-3c9a1426bfff,59.919925,10.735885,2cea5d72-d6d8-9a41-0f36-dcbde2513494,Postboks 4 St. Olavs plass,130,Oslo,Norway,Oslo
12a17b71-698d-2f03-9e0a-c9e43fc71910,The Changer,social-enterprise-charity-or-foundation,0-5 people,changer_the,,original.jpg?1400169031,9b93f161-ca47-bd01-7d22-99518c77d938,52.501385,13.356972,c3a704ba-f12d-9d5c-80e9-8cc841441e6e,Kurfurstenstr. 141,10785,,Germany,Berlin
f8426d21-6e17-59ed-5077-5829ecff4f26,Association of Finnish eLearning Centre -Suomen eOppimiskeskus ry,grass-roots-organization-or-community-network,0-5 people,eoppimiskeskus,www.eoppimiskeskus.fi,original.jpg?1382119164,a5cc9ed0-d5a9-7b9a-3f05-543d124005d4,60.978453,24.477367,5f48bfda-d46a-53cd-65b2-760795eeb648,The Association of Finnish eLearning Centre  Visamaentie33,13100,,Finland,Hameenlinna
da67d76d-4dc2-35da-3878-67b55d1698b7,La Paillasse,grass-roots-organization-or-community-network,11-25 people,lapaillasse,,original.tif?1399461890,aad24280-072d-0981-79d9-c57f9b3d1361,48.868499,2.352093,7b11aee3-756c-ba46-81f9-b350415c25a1,226 rue Saint-Denis,75002,,France,Paris
ac3b5b22-2afe-27f1-cf8f-57809bef5216,Apps For Ghent,grass-roots-organization-or-community-network,0-5 people,appsforghent,appsforghent.be,,6d2d7030-fbbb-96b5-6aac-037cf205d8fa,51.053851,3.732216,52dd9181-60b5-1436-b6ba-3451833a895b,keizer karelstraat 1,9000,Belgium,Belgium,gent
8a6ee681-0b3d-c9e3-ddbf-1ede022b51b8,www.ahoratudecides.es,,,,,,,,,,,,,,
4fffaf2e-058f-dac5-5cb5-cc7da38a84b2,Open Source Software Society(GFOSS),academia-and-research,0-5 people,eellak,en.eellak.gr,original.jpg?1436688154,016bce45-c1a5-5488-b418-69872cd50e9b,37.988077,23.766412,218d8b18-328c-a5cc-71c7-2ed700fb1710,Arkadias 31,11527,Attiki,Greece,Athens
463cd6ae-9950-63ba-e580-e0ffaec28a9a,O masa calda (A Hot Meal),grass-roots-organization-or-community-network,6-10 people,,,original.png?1435129310,0df76d70-3700-f11c-b1a0-c6e995b970bd,46.777967,23.563668,1ccd1173-e03b-d507-9dae-47c94f5fe9d6,Zefirului,,Cluj,Romania,Cluj Napoca
40fb5f35-6dc0-a974-2270-94525b703fac,says-us.net,grass-roots-organization-or-community-network,0-5 people,says_us,www.says-us.net,original.jpg?1412623899,ec14fc02-8838-af9e-4f2f-92f936407335,43.068888,-70.3125,ab29fad5-b980-3a0b-5704-99ae467a22b6,24 Pickwick Road,1945,Massachusetts,United States,Marblehead
3496ab87-9899-f5a7-6d2e-99abbccb6741,Hackity,social-enterprise-charity-or-foundation,0-5 people,hackity,,original.png?1412179560,225a5d27-b250-a1d7-6d68-96076c9e8d82,51.527129,-0.080552,ee8f943a-ffe4-2a0f-81c3-1f78f4377d3d,20-22 Wenlock Road,N1 7GU,,United Kingdom,London
1b6c0544-d037-8a91-4bd1-36c1d861fec3,"Centre for Policy Modelling, Manchester Metropolitan University",academia-and-research,0-5 people,,cfpm.org,original.jpg?1385638064,e43924ba-8ace-46e3-7baa-1a47d470768d,53.435719,-1.951172,d631efd6-0098-bdd5-58ed-af694290a47f,"All Saints Campus, Oxford Road",M15 6BH,,United Kingdom,Manchester
e813a049-97b4-0d24-2de0-62de47da59e2,iDROPS vzw,,,,,,ba857346-4c0c-1b35-8910-48bf29f6e03f,51.069017,4.306641,b4f08399-9ff7-aef6-c7e7-73e5b3770fc9,"Blekerijstraat 75, bus 12",9000,Oost Vlaanderen,Belgium,Gent
2f81c465-7118-dbd5-5103-449cda07eae7,Metro4All,grass-roots-organization-or-community-network,6-10 people,MetroForAll,metro4all.org,,26718e96-a039-5049-df08-d2ebc6e92949,55.694483,37.567148,83a9d78b-9c45-2f4a-ca83-4490a1724d75,"Vavilova str., 41",117312,,Russian Federation,Moscow
efd7c300-00fe-b465-3390-87919d6bb137,Provincia di Roma,,,,,,,,,,,,,,
7169cc35-4daf-cab2-18f8-38ade375d670,HTW Chur,,,,,,429d9bf8-a2f5-88c3-b3d7-1914e6035d32,46.852698,9.512749,083157d0-21f0-9f3f-b6d5-31280f3b1e35,Pulvermuhlestrasse 57,7000,,Switzerland,Chur
91e96545-1f61-be72-d220-50b6a858e0af,Center for Democratic Transition,,11-25 people,CDT_CrnaGora,www.cdtmn.org,original.jpg?1430832814,32ec6df8-49b4-e1d0-ac52-fba1a9780463,42.55308,19.995117,fef8688e-e46a-3ee9-ee5b-e777fa5dc0ed,Vladike Danila 28,81000,Montenegro,Montenegro,Podgorica
81678570-3805-bce1-c43d-c0c8d77fe2e1,Consultain engineering e.U - RADDSIICT,,,,,,34a1b821-c654-26ac-2cc2-b61323921bb2,46.748199,14.534843,07fa8b96-bd8d-c28f-abc1-b215dd867401,1,9371,Carinthia,Austria,Brueckl
b3f8ae8e-b200-b631-d234-15b26fd398aa,Tameside Council,,,,,,e06c858f-7672-e542-f53b-91327d33bdfc,53.490452,-2.09775,fe405d4d-d60e-6e23-8e86-ede237e0b1e1,Wellington Road,OL6 6DL,Manchester,United Kingdom,Ashton-under-Lyne
ef413da0-ca0f-e77a-e180-62c69230653b,Social Life,social-enterprise-charity-or-foundation,0-5 people,SL_Cities,www.social-life.co,,dec33661-7d76-a338-fb0e-25e9c50c3f19,51.489935,-0.099974,5162f4a8-d467-2d97-d2d5-b267cc02ebe7,12a Peacock Yard,SE17 3LH,London,United Kingdom,London
4a487424-e0f7-b4c9-df14-04fd8f78f135,Open Data Manchester,,,,,,87ee3a14-7b60-4aa3-3877-1a432a0fc4df,53.448347,-2.282195,9b393531-9f8b-ad29-3e0f-afb2511fcbc2,52 Kensington Road,M21 9NU,,United Kingdom,Manchester
01fe9b52-9c6c-65a8-583c-587646195bad,Ars Industrialis,,,,,,,,,,,,,,
0c3ffe04-eac3-2c06-5a2a-eca1c3a9298c,CoderDojo Foundation,social-enterprise-charity-or-foundation,6-10 people,CoderDojo,,original.png?1408963864,5aaff1d4-26d8-a9cb-266c-b6ed2967afdc,53.339871,-6.236546,fa44871f-1f3b-d09e-3d08-9028db3530bf,35 Barrow Street,Dublin 2,Co. Dublin,Ireland,Dublin
d3bc86f2-befb-22d6-4873-7485be037cdf,mySociety,social-enterprise-charity-or-foundation,11-25 people,mysociety,www.mysociety.org,original.png?1391611682,b09b7547-1f46-188a-ae27-e5bb87884b49,51.612354,-0.109595,e7dafe69-84fb-ca42-c22c-166517f66d52,483 Green Lanes,N13 4BS,,United Kingdom,London
b5c47fdf-ace7-bd75-6c42-8d3c98b0bcce,iDROPS,social-enterprise-charity-or-foundation,0-5 people,iDROPSLABS,www.idrops.be,original.jpg?1379341901,a1d5a5ca-b4ce-8885-760f-3e55e2edbf34,51.056381,3.739321,fa61dcdc-b98c-52e2-5d38-f5ea920598c4,"Oktrooiplein 1, Ghent",9000,Flanders,Belgium,Ghent
dbfba6ec-c123-7c5b-b5de-f51c1f8d51ca,"Navreme Boheme, s.r.o.",business,0-5 people,,www.navreme.cz,original.png?1382363218,d05d87c4-0919-32c8-c77b-837c04d982a6,50.104231,14.435134,c9aca50d-6e3c-ffd5-1dc0-cc997f398937,U Smaltovny 25,17000,Prague,Czech Republic,Praha 7
415af49a-37e7-f1ae-fea4-328f8eda0757,Kade Social Ventures,,,,,,ff45ea8e-ef35-a0fa-a0a3-e09ffdd9f068,41.514283,-81.575675,10155b39-40aa-593c-b80b-cd6843ef4a2a,1661 Hillcrest Rd,44118,Ohio,United States,Cleveland
47ae14d4-cd25-9841-ceee-9aa4c170786e,Remix Coworking,business,0-5 people,RemixCoworking,www.remixcoworking.com,original.png?1413637457,efd0813a-43b8-ab7c-0a0e-c89c247961c3,48.864874,2.353535,5284f6aa-dad1-d7cd-3d32-08475b801e1c,"57, rue de turbigo",75003,,France,Paris
f7fe9c71-9b36-d44f-f626-5d6d15c0ede9,Reactn,,,,,,,,,,,,,,
c80923e4-5290-cbfb-fd14-5af458878e26,Consorzio Tiberina,,,,,,904c8910-a9a4-6ba9-66af-4357f3702cb0,41.905886,12.472293,ec7f1490-0391-cc1a-fb31-041e2c35c0f1,"Via Marianna Dionigi, 17",193,Rome,Italy,Rome
783423df-e2f3-e837-b4b6-464526db7f42, BU Wuppertal,,,,,,2522a615-1734-9bd6-6109-f9df81ef69e7,51.239345,7.163909,c15bcb72-afa1-b6c9-1324-6e53b290bd59,Rainer Gruenter Strasse 21,42119,NRW,Germany,Wuppertal
261946c1-2f0f-3605-ab09-f12696cdd6c7,Edelman Brussels,government-and-public-sector,26-50 people,EdelmanBXL,,original.jpg?1383564528,074e2ad2-a2a7-f009-9e05-491fc17ddc59,50.839329,4.364124,30a8f3de-c269-d982-7e13-eb9cc7b6aa55,28 Av. Marnixlaan,1000,Belgium,Belgium,Brussels
21a4962f-e9d1-f42e-a5d4-69b27eeda62d,MINISTERIO DE EDUCACION DEL PERU,government-and-public-sector,over-1000 people,MINEDU1,WWW.MINEDU.GOB.PE,,67fff16b-4b93-61fb-fd28-aed084f5d86d,-12.01783,-77.080078,0e62f134-c4b6-76fa-fa94-6fd7c4c97291,CALLE EL COMERCIO 193.,,PERU,Peru,"LIMA, LIMA, SAN BORJA"
794929ea-a2d1-896b-205e-be1092ce43a1,OE global,social-enterprise-charity-or-foundation,0-5 people,bobonline_org,www.oe-global.org,original.png?1410949855,4b53b88f-f34d-b54c-69bf-172b84455cfa,52.541172,13.412543,11490930-82e8-9038-120b-96ca75c4020f,58,10437,Deutschland,Germany,Berlin
686ae197-f52d-4108-f57d-f76c02436d3c,Ghent Living Lab,government-and-public-sector,0-5 people,GhentLivingLab1,www.ghentlivinglab.be,,70f6181a-39c7-228b-e086-282a8d7e56f4,51.053818,3.732161,69294fa1-5574-3b75-8e3b-950a31caadc7,Keizer Karelstraat 1,9000,Oost-Vlaanderen,Belgium,Gent
a2b06de9-01c1-0cef-26a8-c94e05170e41,INFALIA PC,business,0-5 people,,,original.png?1408543911,6c12379f-6335-53b4-c3bb-df73b082369e,40.5659,22.999556,742d835a-c0d8-0960-75a8-e322ea7a8613,Technological Park 6th Km Charilaou - Thermi,GR 57001,Macedonia,Greece,Thermi- Thessaloniki
092b9848-502f-5fd0-b23d-20b6f5b09bbb,Sea Communication,,,,,,1cebe5ab-0013-4c6c-d51b-747f138b6a88,50.205033,-5.037231,51b1f7a8-3430-8a60-d901-b40cfd7c9020,"Jubilee Warehouse, Commercial Road",TR10 8FG,Cornwall,United Kingdom,Penryn
299ec40c-3295-d2db-5951-46e43949ad98,ENoLL - European Network of Living Labs,grass-roots-organization-or-community-network,0-5 people,openlivinglabs,,original.png?1418832084,dea236ad-9eaa-50e5-d136-c0197a8e0a24,50.820658,4.392379,5cafb7ad-ffa4-c374-478f-9dc4ba71fb72,9 Pleinlaan,1050,,Belgium,Brussels
85ee3364-9bf7-6615-ae0c-faab102d404b,municipality of Eindhoven,government-and-public-sector,over-1000 people,,www.eindhoven.nl,,0978a77f-55ed-8a1c-86ab-b7febfc4cc78,51.438601,5.484924,3aae0bd8-a627-271e-84bb-482962749464,stadhuisplein 1,5600 hk,noord-brabant,Austria,eindhoven
860778bc-a30f-e121-7692-909abde540a1,Otavan Opisto,government-and-public-sector,101-500 people,otavanopisto,www.otavanopisto.fi,,9fe85c9d-42e0-3d31-99a3-7158acaae264,61.646914,27.076386,5025ef2b-3d83-3faa-542e-e1cce6ea29e1,Otavantie 2 b,50670,Etela-Savo,Finland,Mikkeli
a8167e82-d3a5-c8ef-f75d-641dfe24d760,Impact Hub Florence,grass-roots-organization-or-community-network,0-5 people,HUBFirenze,florence.impacthub.net,original.jpg?1415791568,7cb84013-f59d-b466-2032-57e67879e714,43.797871,11.238311,c7ced59e-7ea1-8149-1a5c-4e7a25c0ce2f,Via Panciatichi 14 Edificio F,50127,Firenze,Italy,Firenze
38df44fa-ed3a-03da-8acf-ca8c52fb4a67,Wikifactory,business,6-10 people,wikifactory,wikifactory.org,original.png?1435774197,df5bc5d9-e5ba-9ba9-6b03-76ac5bd3453d,51.502545,-0.078106,960ea2a7-7a2c-2f1f-5802-de8da2142382,"60 Devon Mansions, Tooley Street",SE1 2LD,Greater London,United Kingdom,London
3ba094e2-9428-b960-8aa7-62c363ac70c4,University of Sheffield,academia-and-research,,,,,ceb025a3-f635-e131-fe16-266ce368320e,53.381306,-1.480408,918224cf-8107-dd30-ce35-541083094852,211 Portobello,S1 4DP,South Yorkshire,United Kingdom,Sheffield
44d12840-f0a5-c7a5-979f-175031df47c0,NPO IT Support Center,,,,,,d13b7e05-0565-00b1-1fca-7ee444ba76a7,37.579413,126.914062,bb65c98c-7408-3c73-f234-c930a20bda3e,"Nokbeon-dong	Eunpyeong-gu 5-29",122-824,Korea,"Korea, Republic of",Seoul
65553923-9fc4-1f90-3f20-5095fb4cea8f,University of Stuttgart,,,,,,6d4d88db-ef58-9a2f-1969-6f4c7ccc4f23,48.746908,9.107881,7bcbed61-f42c-d779-7f98-04fbb2b81172,Pfaffenwaldring 5a,70569,,Germany,Stuttgart
edf4ca46-87bc-a9fb-34d8-20e1a244bed7,University of Torino,academia-and-research,over-1000 people,,www.unito.it,,eda57ceb-abfe-3396-d319-e989cc715829,45.06963,7.689164,fd2c3540-e7cf-f24c-b61f-6f7a8409dae7,Via Verdi 8,10124,Piemonte,Italy,Torino
7758b8af-f664-7b94-a4b6-0c839012a4e7,Allard Pierson Museum,,,,,,,,,,,,,,
ae536e69-a9a4-0aac-cba6-49f6ceb24431,Human Services,grass-roots-organization-or-community-network,0-5 people,,alexandriaconsulting.com,,2c44c002-b0fd-fcf9-312e-881aa7214ce1,27.78005,-82.676902,bcff6b0c-96fc-8b01-eef3-4c9e0288c37a,3126 8th Ave N,33713,Florida,United States,St Petersburg
311bc15e-5221-4a97-75b9-2e9026d8e953,Respiro del Mare,grass-roots-organization-or-community-network,over-1000 people,respirodelmare,www.grottadisalemilano.com,original.jpg?1385559685,57e6955c-489c-ef10-634a-2f5d17d2f35d,45.458445,9.129703,a68e175b-98e7-0df1-3cb0-cc38f1a42482,"Via Primaticcio, 165",20147,Milano,Italy,Milano
00ea8d53-7af6-875b-ad55-b70f1b55ce20,OuiShare,grass-roots-organization-or-community-network,0-5 people,ouishare,www.ouishare.net,original.jpg?1379091827,f7d75131-1037-de55-800f-d70f922eff00,48.879786,2.37193,0cad7b5a-8d6a-ae25-6a28-950be2cdf045,"29, rue de Meaux",75018,,France,Paris
dc0a2122-731b-929a-1666-1dcc4dca866c,Trentino as a Lab,grass-roots-organization-or-community-network,,taslab,www.taslab.eu,original.jpg?1403112401,83b86819-195d-9ff2-8535-7801c0e45f18,46.091292,11.12001,2d815543-ef43-40c8-d60a-e4589dfd805f,"via Giuseppe Gilli, 2",38121,TN,Italy,Trento
ba71764f-aa4e-fc08-d79b-f6ee1921c8fb,Waag Society,social-enterprise-charity-or-foundation,26-50 people,waag,waag.org,original.png?1379330672,9b67f8b5-c499-3416-304e-cc23224e43a9,52.37277,4.900374,0a007cf9-7fc4-8997-3a35-a6a37c2b697d,Nieuwmarkt 4,1012 CR,Noord-Holland,Netherlands,Amsterdam
4add4f44-ed5f-6c78-7a0d-cb623d93d125,Just Fashion,business,0-5 people,justfashion_no,,original.jpg?1396026476,ea0c9d69-c662-7546-c7fd-4531fec34cb0,59.924891,10.765714,c7975b1b-a7e6-f37a-1898-f47bd1994788,Teglverksgata 11,,Norway,Norway,Oslo
9c485bfc-c403-4b9e-37aa-2575516473a1,Creative Commons Finland,grass-roots-organization-or-community-network,0-5 people,,creativecommons.fi,original.png?1381606386,735aac72-94aa-d275-dcdc-84a2e4038acf,60.186298,24.828087,0c5d0c94-e644-0aa2-4635-b73a57ba5150,Otakaari 1,76,,Finland,Espoo
e619a068-710f-0737-96d3-c6c10b5d1442,Vauxhall Neighbourhood Council,social-enterprise-charity-or-foundation,11-25 people,mactac_training,www.vnc.org.uk,,661bef80-1e7b-9631-f03d-0fa359a593fd,53.014783,-3.164063,5d244abf-3f98-5ff6-93dd-e729989841c8,"Millennium Resource Centre, Blenheim Street",L5 8SE,Merseyside,United Kingdom,Liverpool
876352d7-4bdc-3d84-e123-5f6b010afc5c,Making All Voices Count,social-enterprise-charity-or-foundation,26-50 people,,www.makingallvoicescount.org,,c9e4c501-8e48-de2b-4d90-527b9a7c5c33,-26.015981,27.817383,b9430227-fafb-a085-fd4e-857c24ec1bda,Owlstreet,,Gauteng,South Africa,Joahnnesburg
5fecf3f7-6349-e4ea-9224-b00da827f9f1,CYPRUS Department of Public Works,,,,,,,,,,,,,,
fe2f5321-6a61-6217-f2ef-fb037bb41509,UFO,business,6-10 people,UFOrenk,ufo.html,original.png?1413796372,87e8d92b-edac-af3a-a5e8-2dbdb133809c,48.856493,2.437156,98b74093-c568-80ae-9a1f-e1cf234a77e5,2 rue Marcelin Berthelot,93100,,France,Montreuil
d3bc0289-0b6a-f379-9232-3a2a11dd5edd,Tenzing,,,,,,e7c8ed3a-46f5-7d5b-61fe-029fc4ef78f5,43.271612,-2.941718,4cf960fb-3fae-b3c6-45e4-243bcb8c2e24,Ugasko Bidea 1,48014,Basque Country,Spain,Bilbao
43b49d71-ef2b-fd14-d4a4-58c20378efc8,RandeLab,grass-roots-organization-or-community-network,0-5 people,,,original.gif?1407414528,ad631fa8-4e95-b753-1603-aae9bc1dc63d,47.770484,8.578434,f87eb5d5-08b9-74a6-c8c7-b2035864f846,Underes Atzisloo,8232,Schaffhausen,Switzerland,Merishausen
f9f093c1-32a5-48c7-2806-8164867eeec8,Diputacio de Barcelona,government-and-public-sector,,,,,1c1e0b39-05f0-c8a4-16eb-021c9db17701,41.771312,1.494141,b2651b26-60e2-abf3-b7a0-24060e454d12,Comte Urgell,8036,,Spain,Barcelona
b780a1f5-7137-c6bd-7f11-95929735e534,Ring-Ring,grass-roots-organization-or-community-network,0-5 people,RingRingFkm,www.ring-ring.nu,original.jpg?1408135598,93b56d58-22bb-78c4-9581-af6cc4785f5e,52.360257,4.993629,d466119b-873d-f946-2b37-9b9565554aff,Bert Haanstrakade 142-G,1087DN,North Holland,Netherlands,Amsterdam
52ab2c83-1ce6-a88b-f976-62c7559cefe6,eu4c,,,,,,d1e37f49-2cc6-bc7c-2479-78a1ffc476c2,48.891773,2.359991,37614f19-d8e6-f421-1a64-2f4465101091,22 rue de la chapelle,75018,IDF,France,Paris
